index,file_path,filename,image_height,image_width,label
5029,./img_data/100/100_39307.png,100_39307.png,18,24,0
5665,./img_data/100/100_5573.png,100_5573.png,40,40,0
5404,./img_data/100/100_6899.png,100_6899.png,40,40,0
1225,./img_data/100/100_39409.png,100_39409.png,21,19,0
4659,./img_data/100/100_5503.png,100_5503.png,40,40,0
234,./img_data/100/100_3679.png,100_3679.png,40,40,0
2570,./img_data/100/100_3355.png,100_3355.png,40,40,0
691,./img_data/100/100_32175.png,100_32175.png,20,18,0
1584,./img_data/100/100_35621.png,100_35621.png,24,24,0
5977,./img_data/100/100_5571.png,100_5571.png,40,40,0
5063,./img_data/100/100_475.png,100_475.png,40,40,0
4750,./img_data/100/100_6989.png,100_6989.png,40,40,0
1028,./img_data/100/100_36897.png,100_36897.png,24,24,0
5220,./img_data/100/100_34583.png,100_34583.png,17,18,0
5885,./img_data/100/100_4525.png,100_4525.png,40,40,0
6339,./img_data/100/100_39367.png,100_39367.png,22,22,0
5111,./img_data/100/100_267.png,100_267.png,40,40,0
2505,./img_data/100/100_3631.png,100_3631.png,40,40,0
6953,./img_data/100/100_31881.png,100_31881.png,21,19,0
3755,./img_data/100/100_2901.png,100_2901.png,40,40,0
3167,./img_data/100/100_5327.png,100_5327.png,40,40,0
4972,./img_data/100/100_1821.png,100_1821.png,40,40,0
2966,./img_data/100/100_32107.png,100_32107.png,20,16,0
5107,./img_data/100/100_30525.png,100_30525.png,40,40,0
3823,./img_data/100/100_13689.png,100_13689.png,40,40,0
1155,./img_data/100/100_227.png,100_227.png,40,40,0
1750,./img_data/100/100_5437.png,100_5437.png,40,40,0
2661,./img_data/100/100_651.png,100_651.png,40,40,0
4667,./img_data/100/100_4609.png,100_4609.png,40,40,0
4600,./img_data/100/100_2873.png,100_2873.png,40,40,0
4690,./img_data/100/100_37063.png,100_37063.png,22,21,0
1915,./img_data/100/100_34613.png,100_34613.png,20,20,0
2867,./img_data/100/100_33783.png,100_33783.png,40,40,0
6929,./img_data/100/100_12255.png,100_12255.png,40,40,0
5902,./img_data/100/100_33883.png,100_33883.png,22,19,0
6109,./img_data/100/100_12051.png,100_12051.png,40,40,0
6333,./img_data/100/100_4291.png,100_4291.png,40,40,0
4282,./img_data/100/100_2241.png,100_2241.png,40,40,0
1167,./img_data/100/100_1281.png,100_1281.png,40,40,0
6415,./img_data/100/100_561.png,100_561.png,40,40,0
5239,./img_data/100/100_36169.png,100_36169.png,20,20,0
5915,./img_data/100/100_227977.png,100_227977.png,24,24,0
5166,./img_data/100/100_30041.png,100_30041.png,19,19,0
6728,./img_data/100/100_1329.png,100_1329.png,40,40,0
2514,./img_data/100/100_39255.png,100_39255.png,20,19,0
1773,./img_data/100/100_5379.png,100_5379.png,40,40,0
5535,./img_data/100/100_567.png,100_567.png,40,40,0
308,./img_data/100/100_3321.png,100_3321.png,40,40,0
874,./img_data/100/100_31285.png,100_31285.png,18,24,0
5292,./img_data/100/100_37317.png,100_37317.png,36,36,0
444,./img_data/100/100_7233.png,100_7233.png,40,40,0
4364,./img_data/100/100_11063.png,100_11063.png,40,40,0
729,./img_data/100/100_791.png,100_791.png,24,36,0
823,./img_data/100/100_5141.png,100_5141.png,40,40,0
2098,./img_data/100/100_31391.png,100_31391.png,18,24,0
1217,./img_data/100/100_1487.png,100_1487.png,40,40,0
1125,./img_data/100/100_30001.png,100_30001.png,18,10,0
3092,./img_data/100/100_39481.png,100_39481.png,18,20,0
2463,./img_data/100/100_30701.png,100_30701.png,22,21,0
161,./img_data/100/100_4671.png,100_4671.png,40,40,0
5242,./img_data/100/100_33993.png,100_33993.png,16,22,0
3230,./img_data/100/100_8415.png,100_8415.png,40,40,0
5116,./img_data/100/100_515.png,100_515.png,40,40,0
7055,./img_data/100/100_35013.png,100_35013.png,139,138,0
4356,./img_data/100/100_34585.png,100_34585.png,20,21,0
6144,./img_data/100/100_411.png,100_411.png,33,33,0
6993,./img_data/100/100_8495.png,100_8495.png,40,40,0
3153,./img_data/100/100_4011.png,100_4011.png,40,40,0
3721,./img_data/100/100_6385.png,100_6385.png,40,40,0
5980,./img_data/100/100_4647.png,100_4647.png,40,40,0
4657,./img_data/100/100_30095.png,100_30095.png,24,24,0
5364,./img_data/100/100_1607.png,100_1607.png,40,40,0
413,./img_data/100/100_6885.png,100_6885.png,40,40,0
3683,./img_data/100/100_38961.png,100_38961.png,17,22,0
4814,./img_data/100/100_34609.png,100_34609.png,134,109,0
407,./img_data/100/100_228087.png,100_228087.png,128,623,0
1718,./img_data/100/100_5147.png,100_5147.png,40,40,0
5862,./img_data/100/100_32753.png,100_32753.png,24,24,0
4086,./img_data/100/100_7271.png,100_7271.png,40,40,0
1958,./img_data/100/100_35445.png,100_35445.png,10,17,0
6391,./img_data/100/100_38119.png,100_38119.png,20,19,0
4169,./img_data/100/100_2137.png,100_2137.png,40,40,0
1322,./img_data/100/100_2429.png,100_2429.png,40,40,0
4177,./img_data/100/100_31775.png,100_31775.png,18,21,0
2577,./img_data/100/100_309.png,100_309.png,40,40,0
2959,./img_data/100/100_3191.png,100_3191.png,40,40,0
1519,./img_data/100/100_34729.png,100_34729.png,94,94,0
1913,./img_data/100/100_39337.png,100_39337.png,22,22,0
6698,./img_data/100/100_5403.png,100_5403.png,40,40,0
1685,./img_data/100/100_36739.png,100_36739.png,21,20,0
3304,./img_data/100/100_37531.png,100_37531.png,9,22,0
6641,./img_data/100/100_6691.png,100_6691.png,40,40,0
6865,./img_data/100/100_33503.png,100_33503.png,11,11,0
343,./img_data/100/100_355.png,100_355.png,40,40,0
5433,./img_data/100/100_34447.png,100_34447.png,48,48,0
1929,./img_data/100/100_7131.png,100_7131.png,40,40,0
4244,./img_data/100/100_38631.png,100_38631.png,20,20,0
5424,./img_data/100/100_31271.png,100_31271.png,18,24,0
4728,./img_data/100/100_13117.png,100_13117.png,40,40,0
1321,./img_data/100/100_37197.png,100_37197.png,10,15,0
4751,./img_data/100/100_503.png,100_503.png,40,40,0
925,./img_data/100/100_3087.png,100_3087.png,40,40,0
5081,./img_data/100/100_36829.png,100_36829.png,40,96,0
5002,./img_data/100/100_2657.png,100_2657.png,40,40,0
2896,./img_data/100/100_5091.png,100_5091.png,40,40,0
1230,./img_data/100/100_34893.png,100_34893.png,40,40,0
5468,./img_data/100/100_2625.png,100_2625.png,40,40,0
6048,./img_data/100/100_32183.png,100_32183.png,20,16,0
6977,./img_data/100/100_2755.png,100_2755.png,40,40,0
4156,./img_data/100/100_6345.png,100_6345.png,40,40,0
1909,./img_data/100/100_35519.png,100_35519.png,20,21,0
7006,./img_data/100/100_39371.png,100_39371.png,21,21,0
5780,./img_data/100/100_3937.png,100_3937.png,40,40,0
1935,./img_data/100/100_6207.png,100_6207.png,40,40,0
1457,./img_data/100/100_31725.png,100_31725.png,19,20,0
248,./img_data/100/100_33283.png,100_33283.png,14,23,0
157,./img_data/100/100_4881.png,100_4881.png,40,40,0
4145,./img_data/100/100_29847.png,100_29847.png,22,20,0
2965,./img_data/100/100_37057.png,100_37057.png,19,20,0
1991,./img_data/100/100_3141.png,100_3141.png,40,40,0
220,./img_data/100/100_35631.png,100_35631.png,17,23,0
1546,./img_data/100/100_3899.png,100_3899.png,40,40,0
2969,./img_data/100/100_29527.png,100_29527.png,20,20,0
7045,./img_data/100/100_2147.png,100_2147.png,40,40,0
5791,./img_data/100/100_30191.png,100_30191.png,19,12,0
1404,./img_data/100/100_6315.png,100_6315.png,40,40,0
4685,./img_data/100/100_32669.png,100_32669.png,22,22,0
2854,./img_data/100/100_36189.png,100_36189.png,23,20,0
3741,./img_data/100/100_4431.png,100_4431.png,40,40,0
5087,./img_data/100/100_7101.png,100_7101.png,40,40,0
3658,./img_data/100/100_6187.png,100_6187.png,40,40,0
5226,./img_data/100/100_5529.png,100_5529.png,40,40,0
4768,./img_data/100/100_259.png,100_259.png,40,40,0
718,./img_data/100/100_30789.png,100_30789.png,20,20,0
6599,./img_data/100/100_6487.png,100_6487.png,40,40,0
5392,./img_data/100/100_3063.png,100_3063.png,40,40,0
2394,./img_data/100/100_2937.png,100_2937.png,40,40,0
5366,./img_data/100/100_38583.png,100_38583.png,21,22,0
7062,./img_data/100/100_173.png,100_173.png,40,40,0
4524,./img_data/100/100_35099.png,100_35099.png,121,72,0
5767,./img_data/100/100_5163.png,100_5163.png,40,40,0
4395,./img_data/100/100_4355.png,100_4355.png,40,40,0
6405,./img_data/100/100_575.png,100_575.png,40,40,0
5503,./img_data/100/100_34889.png,100_34889.png,11,7,0
103,./img_data/100/100_5745.png,100_5745.png,40,40,0
2537,./img_data/100/100_533.png,100_533.png,40,40,0
4337,./img_data/100/100_2297.png,100_2297.png,40,40,0
2398,./img_data/100/100_29735.png,100_29735.png,20,20,0
1819,./img_data/100/100_35041.png,100_35041.png,123,123,0
90,./img_data/100/100_29635.png,100_29635.png,36,36,0
1165,./img_data/100/100_555.png,100_555.png,40,40,0
1731,./img_data/100/100_32985.png,100_32985.png,46,92,0
3283,./img_data/100/100_5045.png,100_5045.png,40,40,0
4987,./img_data/100/100_226775.png,100_226775.png,134,400,0
169,./img_data/100/100_7387.png,100_7387.png,40,40,0
3104,./img_data/100/100_7297.png,100_7297.png,40,40,0
5704,./img_data/100/100_5995.png,100_5995.png,40,40,0
6173,./img_data/100/100_2169.png,100_2169.png,40,40,0
1684,./img_data/100/100_3287.png,100_3287.png,40,40,0
115,./img_data/100/100_38843.png,100_38843.png,21,19,0
1653,./img_data/100/100_8503.png,100_8503.png,40,40,0
1537,./img_data/100/100_6077.png,100_6077.png,40,40,0
6101,./img_data/100/100_8281.png,100_8281.png,40,40,0
1961,./img_data/100/100_38161.png,100_38161.png,24,24,0
5888,./img_data/100/100_4243.png,100_4243.png,40,40,0
5555,./img_data/100/100_30231.png,100_30231.png,19,19,0
2255,./img_data/100/100_5453.png,100_5453.png,40,40,0
5398,./img_data/100/100_6655.png,100_6655.png,40,40,0
608,./img_data/100/100_39223.png,100_39223.png,22,20,0
3986,./img_data/100/100_33821.png,100_33821.png,480,475,0
5640,./img_data/100/100_37007.png,100_37007.png,21,21,0
5725,./img_data/100/100_36047.png,100_36047.png,20,15,0
553,./img_data/100/100_34101.png,100_34101.png,40,40,0
4831,./img_data/100/100_31759.png,100_31759.png,18,20,0
5925,./img_data/100/100_5773.png,100_5773.png,40,40,0
5227,./img_data/100/100_30097.png,100_30097.png,24,24,0
1253,./img_data/100/100_3535.png,100_3535.png,40,40,0
5387,./img_data/100/100_3077.png,100_3077.png,40,40,0
2878,./img_data/100/100_34013.png,100_34013.png,40,40,0
6605,./img_data/100/100_34865.png,100_34865.png,20,20,0
5864,./img_data/100/100_5175.png,100_5175.png,40,40,0
2036,./img_data/100/100_34571.png,100_34571.png,13,23,0
4860,./img_data/100/100_32287.png,100_32287.png,21,20,0
4899,./img_data/100/100_1837.png,100_1837.png,40,40,0
2696,./img_data/100/100_7251.png,100_7251.png,40,40,0
2011,./img_data/100/100_8969.png,100_8969.png,40,40,0
6539,./img_data/100/100_36653.png,100_36653.png,23,21,0
3974,./img_data/100/100_35263.png,100_35263.png,17,15,0
147,./img_data/100/100_1053.png,100_1053.png,24,36,0
6207,./img_data/100/100_38525.png,100_38525.png,22,22,0
2975,./img_data/100/100_8775.png,100_8775.png,40,40,0
5998,./img_data/100/100_37005.png,100_37005.png,20,19,0
3759,./img_data/100/100_33773.png,100_33773.png,12,11,0
5335,./img_data/100/100_4541.png,100_4541.png,40,40,0
1536,./img_data/100/100_2211.png,100_2211.png,40,40,0
5444,./img_data/100/100_7775.png,100_7775.png,40,40,0
3731,./img_data/100/100_34961.png,100_34961.png,21,21,0
3809,./img_data/100/100_33217.png,100_33217.png,25,26,0
420,./img_data/100/100_13741.png,100_13741.png,40,40,0
5729,./img_data/100/100_32553.png,100_32553.png,616,624,0
2217,./img_data/100/100_6831.png,100_6831.png,40,40,0
1918,./img_data/100/100_38997.png,100_38997.png,22,19,0
714,./img_data/100/100_31497.png,100_31497.png,18,24,0
3631,./img_data/100/100_35909.png,100_35909.png,24,24,0
6498,./img_data/100/100_33529.png,100_33529.png,32,34,0
6575,./img_data/100/100_5039.png,100_5039.png,40,40,0
5485,./img_data/100/100_38057.png,100_38057.png,24,24,0
3189,./img_data/100/100_32703.png,100_32703.png,40,40,0
313,./img_data/100/100_39433.png,100_39433.png,19,20,0
3817,./img_data/100/100_3821.png,100_3821.png,40,40,0
200,./img_data/100/100_38329.png,100_38329.png,10,18,0
5016,./img_data/100/100_6425.png,100_6425.png,40,40,0
6266,./img_data/100/100_159.png,100_159.png,40,40,0
5707,./img_data/100/100_34095.png,100_34095.png,24,21,0
4828,./img_data/100/100_30447.png,100_30447.png,20,20,0
2569,./img_data/100/100_29907.png,100_29907.png,17,22,0
4907,./img_data/100/100_3775.png,100_3775.png,40,40,0
1041,./img_data/100/100_35805.png,100_35805.png,18,18,0
218,./img_data/100/100_34249.png,100_34249.png,18,24,0
599,./img_data/100/100_34049.png,100_34049.png,24,16,0
5028,./img_data/100/100_3561.png,100_3561.png,40,40,0
4876,./img_data/100/100_675.png,100_675.png,34,34,0
6763,./img_data/100/100_33107.png,100_33107.png,21,16,0
1379,./img_data/100/100_34311.png,100_34311.png,23,22,0
3578,./img_data/100/100_8831.png,100_8831.png,40,40,0
871,./img_data/100/100_197.png,100_197.png,26,36,0
2555,./img_data/100/100_6211.png,100_6211.png,40,40,0
2326,./img_data/100/100_4215.png,100_4215.png,40,40,0
1307,./img_data/100/100_8689.png,100_8689.png,40,40,0
2076,./img_data/100/100_30919.png,100_30919.png,22,22,0
503,./img_data/100/100_2149.png,100_2149.png,40,40,0
368,./img_data/100/100_3255.png,100_3255.png,40,40,0
4799,./img_data/100/100_6553.png,100_6553.png,40,40,0
3650,./img_data/100/100_6805.png,100_6805.png,40,40,0
462,./img_data/100/100_38511.png,100_38511.png,21,21,0
2176,./img_data/100/100_38955.png,100_38955.png,21,22,0
5934,./img_data/100/100_31845.png,100_31845.png,20,20,0
7069,./img_data/100/100_1857.png,100_1857.png,40,40,0
3900,./img_data/100/100_34753.png,100_34753.png,13,33,0
3472,./img_data/100/100_2059.png,100_2059.png,40,40,0
321,./img_data/100/100_39341.png,100_39341.png,19,19,0
5460,./img_data/100/100_6331.png,100_6331.png,40,40,0
4815,./img_data/100/100_305.png,100_305.png,40,40,0
1600,./img_data/100/100_32615.png,100_32615.png,21,23,0
3090,./img_data/100/100_38947.png,100_38947.png,21,21,0
1494,./img_data/100/100_7157.png,100_7157.png,40,40,0
3842,./img_data/100/100_4197.png,100_4197.png,40,40,0
787,./img_data/100/100_2809.png,100_2809.png,40,40,0
1414,./img_data/100/100_2167.png,100_2167.png,40,40,0
4674,./img_data/100/100_6793.png,100_6793.png,40,40,0
2304,./img_data/100/100_34189.png,100_34189.png,20,18,0
5104,./img_data/100/100_529.png,100_529.png,40,40,0
5603,./img_data/100/100_31305.png,100_31305.png,18,24,0
2378,./img_data/100/100_1219.png,100_1219.png,40,40,0
3371,./img_data/100/100_723.png,100_723.png,24,36,0
1854,./img_data/100/100_6429.png,100_6429.png,40,40,0
3600,./img_data/100/100_6149.png,100_6149.png,40,40,0
39,./img_data/100/100_36265.png,100_36265.png,18,18,0
6622,./img_data/100/100_1459.png,100_1459.png,40,40,0
1185,./img_data/100/100_6539.png,100_6539.png,40,40,0
3219,./img_data/100/100_497.png,100_497.png,40,40,0
2883,./img_data/100/100_251.png,100_251.png,40,40,0
6765,./img_data/100/100_37361.png,100_37361.png,12,20,0
6259,./img_data/100/100_7203.png,100_7203.png,40,40,0
1070,./img_data/100/100_1055.png,100_1055.png,24,36,0
4427,./img_data/100/100_32533.png,100_32533.png,40,40,0
372,./img_data/100/100_30615.png,100_30615.png,16,20,0
3811,./img_data/100/100_6971.png,100_6971.png,40,40,0
5061,./img_data/100/100_35267.png,100_35267.png,15,22,0
6527,./img_data/100/100_2965.png,100_2965.png,40,40,0
1271,./img_data/100/100_6317.png,100_6317.png,40,40,0
7084,./img_data/100/100_2379.png,100_2379.png,40,40,0
203,./img_data/100/100_38301.png,100_38301.png,36,36,0
3984,./img_data/100/100_2121.png,100_2121.png,40,40,0
6114,./img_data/100/100_2753.png,100_2753.png,40,40,0
6311,./img_data/100/100_6337.png,100_6337.png,40,40,0
3467,./img_data/100/100_12997.png,100_12997.png,40,40,0
6838,./img_data/100/100_5211.png,100_5211.png,40,40,0
4137,./img_data/100/100_30127.png,100_30127.png,21,21,0
5657,./img_data/100/100_35837.png,100_35837.png,22,22,0
3290,./img_data/100/100_2919.png,100_2919.png,40,40,0
4991,./img_data/100/100_105.png,100_105.png,33,36,0
6268,./img_data/100/100_39171.png,100_39171.png,19,19,0
2354,./img_data/100/100_36761.png,100_36761.png,22,22,0
4486,./img_data/100/100_32719.png,100_32719.png,40,40,0
5831,./img_data/100/100_30193.png,100_30193.png,18,24,0
4315,./img_data/100/100_30047.png,100_30047.png,17,25,0
5918,./img_data/100/100_1267.png,100_1267.png,40,40,0
